i,A,B,gcd,modulus operations,t1,t1Units,t2,t2Units
257,144,233,1,11,2.28055,ms,2.28347,ms
258,144,233,1,11,2.26284,ms,2.26534,ms
259,144,233,1,11,2.26376,ms,2.26708,ms
260,144,233,1,11,2.27765,ms,2.28031,ms
261,144,233,1,11,2.29398,ms,2.29644,ms
262,144,233,1,11,2.31612,ms,2.31879,ms
263,144,233,1,11,2.33819,ms,2.34068,ms
264,144,233,1,11,2.35441,ms,2.35706,ms
265,144,233,1,11,2.37179,ms,2.37423,ms
266,144,233,1,11,2.3965,ms,2.39915,ms
267,144,233,1,11,2.41594,ms,2.41864,ms
268,144,233,1,11,2.43465,ms,2.4371,ms
269,144,233,1,11,2.45036,ms,2.45302,ms
270,144,233,1,11,2.47208,ms,2.47451,ms
271,144,233,1,11,2.49392,ms,2.49652,ms
272,144,233,1,11,2.51046,ms,2.51307,ms
273,144,233,1,11,2.53161,ms,2.53404,ms
274,144,233,1,11,2.55033,ms,2.55298,ms
275,144,233,1,11,2.56985,ms,2.57247,ms
276,144,233,1,11,2.59035,ms,2.59277,ms
277,144,233,1,11,2.61513,ms,2.61776,ms
278,144,233,1,11,2.6333,ms,2.63599,ms
279,144,233,1,11,2.66238,ms,2.66482,ms
280,144,233,1,11,2.67447,ms,2.67709,ms
281,144,233,1,11,2.69513,ms,2.69775,ms
282,144,233,1,11,2.7164,ms,2.71888,ms
283,144,233,1,11,2.73641,ms,2.73915,ms
284,144,233,1,11,2.76823,ms,2.77086,ms
285,144,233,1,11,2.77678,ms,2.77919,ms
286,144,233,1,11,2.79672,ms,2.79935,ms
287,144,233,1,11,2.8158,ms,2.81849,ms
288,144,233,1,11,2.84073,ms,2.84315,ms
289,144,233,1,11,2.86255,ms,2.86523,ms
290,144,233,1,11,2.88499,ms,2.88765,ms
291,144,233,1,11,2.90623,ms,2.90871,ms
292,144,233,1,11,2.92851,ms,2.9312,ms
293,144,233,1,11,2.95069,ms,2.95335,ms
294,144,233,1,11,2.96846,ms,2.97115,ms
295,144,233,1,11,2.99302,ms,2.99544,ms
296,144,233,1,11,3.01597,ms,3.01866,ms
297,144,233,1,11,3.0342,ms,3.03694,ms
298,144,233,1,11,3.09529,ms,3.098,ms
299,144,233,1,11,3.08037,ms,3.08356,ms
300,144,233,1,11,3.10126,ms,3.10396,ms
301,144,233,1,11,3.12425,ms,3.12698,ms
302,144,233,1,11,3.15045,ms,3.15313,ms
303,144,233,1,11,3.17058,ms,3.17327,ms
304,144,233,1,11,3.19539,ms,3.19783,ms
305,144,233,1,11,3.21952,ms,3.22236,ms
306,144,233,1,11,3.23936,ms,3.24209,ms
307,144,233,1,11,3.2588,ms,3.26147,ms
308,144,233,1,11,3.28286,ms,3.28556,ms
309,144,233,1,11,3.30485,ms,3.30728,ms
310,144,233,1,11,3.33177,ms,3.3344,ms
311,144,233,1,11,3.35363,ms,3.35637,ms
312,144,233,1,11,3.37346,ms,3.3761,ms
313,144,233,1,11,3.40475,ms,3.4074,ms
314,144,233,1,11,3.42348,ms,3.42611,ms
315,144,233,1,11,3.44652,ms,3.44899,ms
316,144,233,1,11,3.46974,ms,3.47239,ms
317,144,233,1,11,3.49717,ms,3.4998,ms
318,144,233,1,11,3.51945,ms,3.5221,ms
319,144,233,1,11,3.54827,ms,3.55094,ms
320,144,233,1,11,3.56567,ms,3.5683,ms
321,144,233,1,11,3.59335,ms,3.59599,ms
322,233,322,1,11,3.72674,ms,3.72938,ms
323,233,322,1,11,3.6378,ms,3.64428,ms
324,233,322,1,11,3.67265,ms,3.6754,ms
325,233,322,1,11,3.68961,ms,3.69251,ms
326,233,322,1,11,3.70978,ms,3.71273,ms
327,233,322,1,11,3.73978,ms,3.7426,ms
328,233,322,1,11,3.77353,ms,3.7764,ms
329,233,322,1,11,3.7819,ms,3.78464,ms
330,233,322,1,11,3.80887,ms,3.81158,ms
331,233,322,1,11,3.8349,ms,3.8377,ms
332,233,322,1,11,3.86957,ms,3.87229,ms
333,233,322,1,11,3.8853,ms,3.88799,ms
334,233,322,1,11,3.91512,ms,3.91782,ms
335,233,322,1,11,3.9385,ms,3.9412,ms
336,233,322,1,11,3.95905,ms,3.96173,ms
337,233,322,1,11,3.98985,ms,3.99254,ms
338,233,322,1,11,4.01442,ms,4.01709,ms
339,233,322,1,11,4.04316,ms,4.04608,ms
340,233,322,1,11,4.06902,ms,4.07361,ms
341,233,322,1,11,4.10039,ms,4.10333,ms
342,233,322,1,11,4.11357,ms,4.11632,ms
343,233,322,1,11,4.14159,ms,4.14428,ms
344,233,322,1,11,4.16854,ms,4.17122,ms
345,233,322,1,11,4.19317,ms,4.19581,ms
346,233,322,1,11,4.21773,ms,4.22042,ms
347,233,322,1,11,4.24923,ms,4.25209,ms
348,233,322,1,11,4.26783,ms,4.27058,ms
349,233,322,1,11,4.30359,ms,4.30637,ms
350,233,322,1,11,4.32525,ms,4.32791,ms
351,233,322,1,11,4.35416,ms,4.35689,ms
352,233,322,1,11,4.37978,ms,4.38256,ms
353,233,322,1,11,4.39999,ms,4.4027,ms
354,233,322,1,11,4.43253,ms,4.43532,ms
355,233,322,1,11,4.45838,ms,4.46107,ms
356,233,322,1,11,4.49184,ms,4.49456,ms
357,233,322,1,11,4.51093,ms,4.51367,ms
358,233,322,1,11,4.53839,ms,4.54109,ms
359,233,322,1,11,4.57548,ms,4.57813,ms
360,233,322,1,11,4.60498,ms,4.60766,ms
361,233,322,1,11,4.622,ms,4.62464,ms
362,233,322,1,11,4.65714,ms,4.65982,ms
363,233,322,1,11,4.6798,ms,4.68264,ms
364,233,322,1,11,4.70729,ms,4.70999,ms
365,233,322,1,11,4.74261,ms,4.74531,ms
366,233,322,1,11,4.76171,ms,4.76446,ms
367,233,322,1,11,4.79411,ms,4.79683,ms
368,233,322,1,11,4.82552,ms,4.82817,ms
369,233,322,1,11,4.84804,ms,4.85092,ms
370,233,322,1,11,4.8745,ms,4.87729,ms
371,233,322,1,11,4.90418,ms,4.90691,ms
372,233,322,1,11,4.9286,ms,4.93131,ms
373,233,322,1,11,4.96676,ms,4.96946,ms
374,233,322,1,11,5.00145,ms,5.00415,ms
375,233,322,1,11,5.03113,ms,5.03384,ms
376,233,322,1,11,5.05286,ms,5.05554,ms
377,233,377,1,12,5.07883,ms,5.08163,ms
378,233,377,1,12,5.11006,ms,5.11283,ms
379,233,377,1,12,5.13783,ms,5.14056,ms
380,233,377,1,12,5.16204,ms,5.16472,ms
381,233,377,1,12,5.19493,ms,5.19765,ms
382,233,377,1,12,5.22562,ms,5.22833,ms
383,233,377,1,12,5.25156,ms,5.25421,ms
384,233,377,1,12,5.28272,ms,5.28542,ms
385,233,377,1,12,5.31727,ms,5.31998,ms
386,233,377,1,12,5.3396,ms,5.34235,ms
387,233,377,1,12,5.3694,ms,5.37207,ms
388,233,377,1,12,5.4034,ms,5.40604,ms
389,233,377,1,12,5.43208,ms,5.43478,ms
390,233,377,1,12,5.46093,ms,5.46359,ms
391,233,377,1,12,5.49784,ms,5.50054,ms
392,233,377,1,12,5.52376,ms,5.52645,ms
393,233,377,1,12,5.54937,ms,5.55207,ms
394,233,377,1,12,5.58338,ms,5.58626,ms
395,233,377,1,12,5.60939,ms,5.6122,ms
396,233,377,1,12,5.64826,ms,5.65096,ms
397,233,377,1,12,5.67489,ms,5.67757,ms
398,233,377,1,12,5.70642,ms,5.70911,ms
399,233,377,1,12,5.74036,ms,5.7431,ms
400,233,377,1,12,5.76793,ms,5.77063,ms
401,233,377,1,12,5.7925,ms,5.79523,ms
402,233,377,1,12,5.82937,ms,5.83205,ms
403,233,377,1,12,5.8606,ms,5.86328,ms
404,233,377,1,12,5.89013,ms,5.89295,ms
405,233,377,1,12,5.9227,ms,5.92546,ms
406,233,377,1,12,5.95779,ms,5.96058,ms
407,233,377,1,12,5.9928,ms,5.99551,ms
408,233,377,1,12,6.02732,ms,6.03006,ms
409,233,377,1,12,6.05724,ms,6.05991,ms
410,233,377,1,12,6.08006,ms,6.08274,ms
411,233,377,1,12,6.114,ms,6.11664,ms
412,233,377,1,12,6.14491,ms,6.14758,ms
413,233,377,1,12,6.19199,ms,6.19463,ms
414,233,377,1,12,6.21776,ms,6.22048,ms
415,233,377,1,12,6.24452,ms,6.24755,ms
416,233,377,1,12,6.27473,ms,6.27745,ms
417,233,377,1,12,6.30878,ms,6.31151,ms
418,233,377,1,12,6.34192,ms,6.34458,ms
419,233,377,1,12,6.37766,ms,6.38036,ms
420,233,377,1,12,6.41047,ms,6.41315,ms
421,233,377,1,12,6.43692,ms,6.43962,ms
422,233,377,1,12,6.47062,ms,6.47326,ms
423,233,377,1,12,6.52126,ms,6.52394,ms
424,233,377,1,12,6.53744,ms,6.5406,ms
425,233,377,1,12,6.5726,ms,6.57539,ms
426,233,377,1,12,6.61129,ms,6.614,ms
427,233,377,1,12,6.64384,ms,6.64682,ms
428,233,377,1,12,6.67502,ms,6.67795,ms
429,233,377,1,12,6.70523,ms,6.70794,ms
430,233,377,1,12,6.73745,ms,6.74019,ms
431,233,377,1,12,6.77215,ms,6.77487,ms
432,233,377,1,12,6.80498,ms,6.8077,ms
433,233,377,1,12,6.84369,ms,6.84642,ms
434,233,377,1,12,6.87797,ms,6.88099,ms
435,233,377,1,12,6.90924,ms,6.91214,ms
436,233,377,1,12,6.95311,ms,6.9559,ms
437,233,377,1,12,6.97915,ms,6.98191,ms
438,233,377,1,12,7.01251,ms,7.01525,ms
439,233,377,1,12,7.04833,ms,7.05105,ms
440,233,377,1,12,7.07974,ms,7.08243,ms
441,233,377,1,12,7.11599,ms,7.11872,ms
442,233,377,1,12,7.15425,ms,7.15698,ms
443,233,377,1,12,7.18277,ms,7.18545,ms
444,233,377,1,12,7.21961,ms,7.22233,ms
445,233,377,1,12,7.26516,ms,7.26785,ms
446,233,377,1,12,7.28628,ms,7.29043,ms
447,233,377,1,12,7.32529,ms,7.3283,ms
448,233,377,1,12,7.36985,ms,7.3726,ms
449,233,377,1,12,7.39386,ms,7.39662,ms
450,233,377,1,12,7.43249,ms,7.43521,ms
451,233,377,1,12,7.47095,ms,7.47371,ms
452,233,377,1,12,7.52803,ms,7.53081,ms
453,233,377,1,12,7.54273,ms,7.54704,ms
454,233,377,1,12,7.58238,ms,7.58525,ms
455,233,377,1,12,7.60902,ms,7.61235,ms
456,233,377,1,12,7.64472,ms,7.6475,ms
457,233,377,1,12,7.6953,ms,7.69808,ms
458,233,377,1,12,7.71818,ms,7.72095,ms
459,233,377,1,12,7.75101,ms,7.75375,ms
460,233,377,1,12,7.79528,ms,7.79798,ms
461,233,377,1,12,7.82754,ms,7.83046,ms
462,233,377,1,12,7.86433,ms,7.86715,ms
463,233,377,1,12,7.91244,ms,7.91518,ms
464,233,377,1,12,7.93845,ms,7.94114,ms
465,233,377,1,12,7.97147,ms,7.97422,ms
466,233,377,1,12,8.01037,ms,8.01331,ms
467,233,377,1,12,8.05045,ms,8.05358,ms
468,233,377,1,12,8.10016,ms,8.10308,ms
469,233,377,1,12,8.12377,ms,8.12691,ms
470,233,377,1,12,8.17379,ms,8.17666,ms
471,233,377,1,12,8.20004,ms,8.20295,ms
472,233,377,1,12,8.23459,ms,8.23747,ms
473,233,377,1,12,8.27818,ms,8.28099,ms
474,233,377,1,12,8.32274,ms,8.32558,ms
475,233,377,1,12,8.34455,ms,8.3475,ms
476,233,377,1,12,8.38774,ms,8.39061,ms
477,233,377,1,12,8.4187,ms,8.42153,ms
478,233,377,1,12,8.48053,ms,8.48338,ms
479,233,377,1,12,8.50181,ms,8.50525,ms
480,233,377,1,12,8.53531,ms,8.53823,ms
481,233,377,1,12,8.57597,ms,8.57891,ms
482,233,377,1,12,8.61509,ms,8.61804,ms
483,233,377,1,12,8.66022,ms,8.66307,ms
484,233,377,1,12,8.69329,ms,8.69662,ms
485,233,377,1,12,8.72816,ms,8.73122,ms
486,233,377,1,12,8.76695,ms,8.76984,ms
487,233,377,1,12,8.81048,ms,8.81333,ms
488,233,377,1,12,8.87039,ms,8.8733,ms
489,233,377,1,12,8.89023,ms,8.89367,ms
490,233,377,1,12,8.92047,ms,8.92334,ms
491,233,377,1,12,8.96537,ms,8.9682,ms
492,233,377,1,12,9.00571,ms,9.00859,ms
493,233,377,1,12,9.04823,ms,9.0511,ms
494,233,377,1,12,9.08215,ms,9.08507,ms
495,233,377,1,12,9.11757,ms,9.1204,ms
496,233,377,1,12,9.16234,ms,9.16524,ms
497,233,377,1,12,9.19994,ms,9.20286,ms
498,233,377,1,12,9.23433,ms,9.23737,ms
499,233,377,1,12,9.28292,ms,9.28604,ms
500,233,377,1,12,9.31856,ms,9.32148,ms
501,233,377,1,12,9.3643,ms,9.3672,ms
502,233,377,1,12,9.40119,ms,9.4041,ms
503,233,377,1,12,9.44922,ms,9.45215,ms
504,233,377,1,12,9.48053,ms,9.48338,ms
505,233,377,1,12,9.54097,ms,9.54383,ms
506,233,377,1,12,9.62147,ms,9.6249,ms
507,233,377,1,12,9.62327,ms,9.62688,ms
508,233,377,1,12,9.651,ms,9.65453,ms
509,233,377,1,12,9.68854,ms,9.6915,ms
510,233,377,1,12,9.73005,ms,9.73291,ms
511,233,377,1,12,9.77105,ms,9.77398,ms
512,233,377,1,12,9.81386,ms,9.81699,ms
513,233,377,1,12,9.85413,ms,9.85708,ms
514,233,377,1,12,9.91609,ms,9.91896,ms
515,233,377,1,12,9.93954,ms,9.94248,ms
516,233,377,1,12,9.97359,ms,9.97644,ms
517,233,377,1,12,10.021,ms,10.024,ms
518,233,377,1,12,10.0612,ms,10.0648,ms
519,233,377,1,12,10.117,ms,10.1203,ms
520,233,377,1,12,10.1438,ms,10.147,ms
521,377,521,1,12,10.1875,ms,10.1907,ms
522,377,521,1,12,10.2259,ms,10.2292,ms
523,377,521,1,12,10.2734,ms,10.2767,ms
524,377,521,1,12,10.3199,ms,10.3232,ms
525,377,521,1,12,10.356,ms,10.3595,ms
526,377,521,1,12,10.3932,ms,10.3964,ms
527,377,521,1,12,10.4396,ms,10.4429,ms
528,377,521,1,12,10.4814,ms,10.4846,ms
529,377,521,1,12,10.5243,ms,10.5276,ms
530,377,521,1,12,10.5662,ms,10.5696,ms
531,377,521,1,12,10.6079,ms,10.6112,ms
532,377,521,1,12,10.659,ms,10.6623,ms
533,377,521,1,12,10.6989,ms,10.7022,ms
534,377,521,1,12,10.7332,ms,10.7365,ms
535,377,521,1,12,10.7815,ms,10.7848,ms
536,377,521,1,12,10.828,ms,10.8313,ms
537,377,521,1,12,10.8697,ms,10.8732,ms
538,377,521,1,12,10.9186,ms,10.9219,ms
539,377,521,1,12,10.9612,ms,10.9644,ms
540,377,521,1,12,10.9987,ms,11.0029,ms
541,377,521,1,12,11.0462,ms,11.0496,ms
542,377,521,1,12,11.0859,ms,11.0892,ms
543,377,521,1,12,11.1328,ms,11.136,ms
544,377,521,1,12,11.1733,ms,11.1766,ms
545,377,521,1,12,11.2248,ms,11.228,ms
546,377,521,1,12,11.2639,ms,11.2673,ms
547,377,521,1,12,11.3269,ms,11.3301,ms
548,377,521,1,12,11.3569,ms,11.3604,ms
549,377,521,1,12,11.4012,ms,11.4046,ms
550,377,521,1,12,11.4611,ms,11.4644,ms
551,377,521,1,12,11.4914,ms,11.4947,ms
552,377,521,1,12,11.5379,ms,11.5425,ms
553,377,521,1,12,11.5772,ms,11.5807,ms
554,377,521,1,12,11.6306,ms,11.6339,ms
555,377,521,1,12,11.6685,ms,11.6741,ms
556,377,521,1,12,11.7122,ms,11.7157,ms
557,377,521,1,12,11.7703,ms,11.7737,ms
558,377,521,1,12,11.8392,ms,11.8425,ms
559,377,521,1,12,11.853,ms,11.8572,ms
560,377,521,1,12,11.8919,ms,11.8957,ms
561,377,521,1,12,11.9367,ms,11.9401,ms
562,377,521,1,12,11.9968,ms,12.0001,ms
563,377,521,1,12,12.0322,ms,12.0358,ms
